EmailAttachments,URLCount,SenderReputation,SuspiciousKeywords,EmailSize,LinkEntropy,DomainRiskScore,AccountAge,PhishingLabel
1,8,43,5,70.94,3.524,0.79,50,1
3,7,87,3,323.5,2.493,0.849,59,0
4,9,199,7,218.5,3.534,0.078,92,1
3,5,67,3,386.35,2.285,0.904,81,0
1,4,0,0,413.65,0.0,0.937,62,1
2,7,79,0,298.47,3.156,0.593,110,1
0,7,22,3,50.77,1.989,0.187,11,1
3,0,138,4,336.36,0.758,0.818,23,0
1,6,156,6,387.0,1.726,0.549,119,1
1,0,0,6,162.04,2.684,0.817,26,1
0,3,102,1,259.09,1.173,0.815,63,0
0,1,43,5,484.58,1.019,0.087,46,1
1,9,151,5,184.15,1.526,0.607,69,1
1,2,156,5,150.42,0.612,0.483,90,0
1,0,20,4,144.88,3.102,0.946,6,1
1,1,135,5,301.46,1.406,0.297,51,0
1,0,182,4,477.4,0.935,0.206,43,0
0,7,159,7,323.91,2.947,0.897,98,1
3,3,165,7,186.5,3.45,0.149,42,1
1,2,29,6,337.36,0.57,0.687,13,1
0,0,165,2,331.18,1.318,0.3,25,0
0,0,171,0,318.62,3.808,0.568,2,0
0,2,148,5,121.74,1.848,0.616,14,0
2,2,98,6,335.56,3.785,0.417,17,1
3,5,118,0,243.57,1.46,0.975,105,0
0,9,163,6,58.37,1.263,0.132,104,1
0,7,162,5,292.89,1.249,0.391,40,1
0,5,152,0,495.17,0.798,0.43,39,0
1,1,64,6,207.38,3.638,0.631,25,1
4,1,137,1,484.5,3.929,0.407,91,0
1,6,71,0,93.29,3.841,0.097,48,1
0,0,131,0,379.6,3.482,0.947,115,0
0,0,154,4,101.45,0.0,0.416,88,1
2,0,0,7,173.11,0.0,0.343,49,1
1,8,131,0,306.88,3.392,0.447,33,1
0,4,32,2,316.75,1.229,0.217,27,0
1,0,36,4,398.85,1.858,0.1,45,1
0,4,63,0,326.89,2.743,0.149,31,1
3,0,160,0,317.13,3.562,0.167,63,0
1,9,92,0,460.56,0.0,0.198,112,1
0,8,24,4,253.47,3.437,0.42,38,1
0,3,52,7,151.37,2.159,0.624,79,1
3,8,151,1,122.8,3.011,0.629,108,1
1,1,173,3,230.0,3.93,0.0,40,0
1,6,87,6,370.74,1.037,0.921,58,1
2,1,35,5,69.14,3.744,0.823,65,1
2,3,169,6,0.0,2.328,0.964,11,0
1,5,55,0,97.75,2.751,0.36,15,1
1,1,121,6,313.36,3.573,0.665,97,1
2,1,182,3,159.29,1.934,0.168,57,0
2,1,44,3,124.82,1.965,0.817,112,0
2,2,91,0,316.75,2.345,0.161,96,0
1,4,100,0,392.59,0.567,0.326,25,0
2,8,80,5,199.47,2.238,0.491,39,1
2,5,37,7,310.19,1.519,0.595,33,1
2,8,77,3,94.16,3.748,0.56,29,1
0,9,95,1,470.84,0.807,0.102,58,0
4,4,140,3,201.6,2.108,0.422,98,0
2,5,76,1,498.88,3.816,0.923,72,1
1,9,116,7,490.36,3.654,0.872,11,1
2,7,82,6,400.47,2.955,0.591,13,1
2,2,31,2,59.03,2.563,0.572,69,1
0,1,30,1,294.56,1.483,0.112,114,0
1,2,160,5,89.08,1.784,0.2,83,0
2,8,182,0,452.81,0.0,0.253,21,1
1,5,46,7,405.34,3.251,0.488,3,1
3,9,123,6,487.55,0.0,0.731,26,1
1,3,86,0,323.77,2.837,0.461,33,0
1,9,108,7,284.98,1.752,0.126,94,1
2,2,64,2,283.54,2.125,0.439,22,0
0,1,0,3,223.9,2.443,0.163,62,0
1,3,86,1,260.91,3.306,0.751,5,0
1,8,169,2,335.94,1.239,0.167,19,0
2,3,121,0,469.83,1.896,0.483,9,0
1,0,110,4,318.15,0.955,0.693,58,0
2,7,61,7,435.7,0.765,0.228,24,1
2,1,39,1,438.25,2.616,0.076,39,1
0,2,67,5,283.47,1.162,0.563,76,1
4,5,37,3,206.36,0.709,0.054,110,0
3,6,147,3,0.0,3.64,0.588,61,1
0,3,96,1,250.64,2.37,0.753,48,0
1,0,0,7,86.65,0.971,0.329,109,1
1,6,58,4,220.01,0.687,0.488,91,1
2,8,30,7,497.33,0.92,0.929,50,1
1,0,131,0,71.83,2.15,0.471,62,0
0,0,172,0,363.5,2.84,0.997,106,0
0,0,127,3,428.53,2.744,0.157,53,0
1,9,113,6,341.93,1.005,0.709,21,1
1,0,74,6,306.39,2.717,0.653,38,1
1,8,103,4,368.4,1.917,0.872,118,1
4,2,77,3,243.2,2.127,0.092,99,0
0,7,56,0,91.11,3.305,0.28,96,1
3,8,35,3,483.07,1.664,0.132,59,1
4,2,89,7,244.54,1.014,0.933,100,0
1,2,112,1,0.0,3.557,0.427,97,0
1,0,184,6,289.09,1.242,0.91,43,0
1,1,163,6,74.6,1.529,0.294,17,0
0,6,37,5,478.74,2.973,0.126,69,1
3,2,166,1,0.0,2.892,0.297,44,0
2,6,191,5,117.09,3.301,0.597,84,1
1,4,149,4,491.74,1.144,0.845,63,0
3,0,157,0,381.61,1.733,0.385,23,0
4,7,65,4,262.54,0.941,0.915,103,1
0,4,38,4,325.12,2.394,0.244,68,1
3,2,57,0,98.03,1.524,0.694,26,0
1,8,56,2,302.19,2.911,0.736,94,1
2,6,131,2,83.15,0.501,0.274,48,0
1,4,64,3,295.18,0.709,0.027,47,0
1,6,136,2,298.71,2.014,0.365,46,0
3,9,181,1,443.5,3.854,0.045,29,1
2,8,149,6,376.28,3.618,0.901,34,1
2,4,63,5,162.3,3.979,0.954,10,1
0,0,116,0,449.79,1.959,0.735,20,1
1,8,102,4,307.96,0.0,0.727,88,1
1,0,143,6,322.87,1.571,0.241,34,0
2,3,143,3,126.04,2.865,0.074,101,0
3,0,46,4,436.0,0.973,0.802,13,1
3,7,67,0,468.93,1.55,0.559,87,1
2,2,113,7,398.75,0.697,0.682,10,0
0,1,26,6,473.34,2.162,0.78,86,1
2,3,174,2,186.03,1.231,0.409,45,0
0,2,104,7,437.5,0.819,0.145,78,0
2,4,131,0,270.0,1.939,0.795,89,0
3,7,0,3,123.76,0.0,0.454,82,0
1,9,147,5,350.96,2.381,0.827,84,1
3,7,37,0,357.85,3.122,0.438,119,1
1,6,52,2,179.12,0.894,0.217,92,1
0,7,180,0,62.37,3.269,0.171,8,1
3,4,115,5,139.93,0.592,0.744,5,0
0,9,141,7,229.9,2.051,0.575,85,1
2,9,44,6,0.0,2.556,0.405,20,1
2,5,161,2,137.31,3.849,0.492,44,0
4,0,185,4,226.13,2.509,0.55,80,1
3,0,185,1,482.8,1.056,0.239,58,0
2,5,23,6,393.91,2.311,0.378,20,1
2,5,127,7,193.89,1.885,0.292,115,0
3,4,101,5,478.22,2.178,0.388,89,0
2,3,29,2,0.0,1.19,0.501,71,0
2,0,54,6,254.95,2.253,0.173,89,1
0,9,118,1,0.0,1.025,0.394,100,0
2,7,123,5,234.84,3.104,0.385,115,1
1,5,42,4,154.85,2.579,0.286,74,1
2,2,84,7,223.98,0.775,0.998,40,0
2,2,101,4,287.55,3.614,0.074,16,1
2,5,172,0,287.61,2.657,0.643,4,0
2,6,36,7,392.78,1.606,0.174,10,1
2,0,167,3,211.46,0.0,0.84,51,0
2,4,147,0,0.0,2.713,0.914,48,0
1,9,172,1,310.14,1.807,0.401,95,0
2,5,189,7,482.83,3.677,0.823,76,1
4,0,192,0,223.38,0.622,0.25,20,0
0,0,50,5,455.55,0.637,0.14,32,1
0,8,84,2,419.29,3.823,0.316,66,1
1,9,199,0,0.0,0.0,0.342,60,1
0,3,99,0,344.53,0.597,0.397,11,0
3,9,111,3,88.09,3.006,0.373,20,1
0,0,168,5,477.6,1.275,0.411,23,0
0,8,49,0,98.12,0.0,0.71,77,1
3,3,142,5,303.45,3.541,0.246,35,1
1,1,150,3,198.53,0.853,0.019,17,0
2,0,89,7,243.43,1.336,0.49,10,0
0,2,190,5,324.58,0.584,0.448,104,0
0,6,0,1,458.98,0.653,0.06,38,1
2,9,22,4,255.91,0.604,0.134,78,1
0,0,180,3,494.48,3.302,0.51,83,0
0,8,94,1,316.77,1.544,0.235,32,0
2,1,64,0,122.25,2.226,0.878,54,0
2,4,88,3,0.0,3.257,0.173,97,0
2,7,179,7,372.25,2.232,0.02,57,1
3,9,130,4,72.68,2.002,0.448,107,1
2,7,103,0,266.15,0.541,0.986,89,0
3,2,71,7,116.7,2.488,0.634,25,1
2,1,135,7,244.95,0.937,0.354,14,0
1,8,122,1,387.46,3.176,0.017,45,1
3,2,187,3,256.47,1.402,0.485,44,0
1,7,160,6,123.55,2.86,0.206,118,1
1,1,99,3,163.37,2.762,0.648,38,0
0,2,48,0,215.39,2.658,0.583,36,1
1,0,0,5,81.3,1.434,0.265,88,0
1,5,121,0,312.95,1.435,0.069,105,0
3,0,78,4,0.0,3.521,0.755,39,1
0,3,196,0,77.97,0.545,0.585,39,0
1,0,178,1,231.04,1.135,0.842,13,0
1,2,31,3,236.3,0.0,0.26,66,1
1,8,183,5,200.22,3.36,0.653,34,1
1,4,29,1,300.98,1.754,0.119,15,0
1,5,153,7,205.68,2.787,0.292,58,1
0,3,154,4,237.38,2.45,0.657,112,0
1,0,50,0,408.89,0.726,0.826,59,0
2,4,110,0,122.95,2.676,0.321,66,0
2,4,22,7,328.6,3.349,0.799,52,1
0,4,123,2,0.0,3.974,0.678,89,0
1,5,194,0,0.0,0.604,0.349,69,0
6,1,145,0,377.39,2.81,0.876,98,0
1,0,0,0,298.03,1.951,0.509,116,0
1,1,192,2,264.81,0.534,0.648,103,0
1,9,197,7,350.45,2.65,0.496,5,1
1,5,154,2,411.03,0.928,0.453,43,0
1,4,34,2,487.7,1.825,0.848,8,0
3,4,108,4,333.21,1.415,0.295,113,0
1,0,177,1,443.5,1.764,0.037,78,0
1,9,141,6,50.49,2.224,0.88,93,1
0,6,135,0,288.61,1.757,0.825,94,0
3,8,55,2,146.59,2.435,0.367,63,1
0,6,86,1,92.39,1.335,0.185,101,0
0,1,152,6,289.39,2.724,0.676,68,1
2,0,44,5,0.0,3.488,0.079,35,1
1,8,30,4,235.52,1.284,0.424,71,1
3,6,85,4,351.55,2.278,0.086,90,1
1,1,175,5,270.37,2.77,0.598,32,1
0,2,79,1,246.69,2.476,0.027,107,0
5,7,157,0,180.62,1.78,0.629,97,0
1,8,0,1,222.17,2.748,0.673,118,1
2,3,186,1,207.41,0.599,0.487,24,0
2,8,184,3,340.78,1.795,0.175,50,0
0,1,82,6,102.21,2.364,0.101,118,0
0,4,111,4,91.69,0.0,0.313,59,0
1,1,57,0,347.01,2.277,0.465,65,0
3,0,139,3,295.83,2.79,0.642,93,0
1,4,52,5,243.59,3.157,0.001,112,1
2,1,94,1,118.6,0.897,0.711,109,0
0,6,64,5,234.96,3.967,0.713,38,1
2,7,191,4,405.38,2.622,0.445,38,1
0,1,148,3,450.33,1.771,0.343,21,0
1,6,72,6,366.16,1.372,0.842,23,1
0,3,194,3,76.96,2.505,0.785,46,0
1,0,180,0,351.68,3.586,0.983,69,0
1,2,86,6,158.44,2.322,0.372,30,0
0,0,162,1,191.86,2.815,0.907,40,0
1,4,124,7,138.14,0.0,0.087,82,0
1,7,0,7,399.09,1.859,0.411,70,1
1,0,170,0,341.87,1.502,0.465,69,0
2,8,143,3,325.33,2.97,0.441,42,1
1,2,139,6,350.59,0.0,0.625,18,0
3,4,155,3,156.55,1.168,0.17,59,0
1,8,55,0,250.09,1.793,0.866,13,1
0,4,147,3,334.96,3.488,0.552,119,0
2,8,199,6,336.47,3.084,0.904,84,1
3,9,153,2,406.33,1.671,0.003,102,0
2,7,116,0,179.2,3.674,0.63,21,1
1,6,175,1,396.65,0.762,0.412,68,0
1,0,0,4,248.08,0.674,0.505,77,0
2,3,185,1,351.58,0.946,0.744,82,0
2,8,177,6,255.07,0.908,0.227,77,1
2,9,100,3,476.87,0.807,0.205,77,0
2,7,92,7,130.69,2.815,0.703,103,1
2,3,90,6,353.75,2.603,0.521,101,1
6,0,65,0,309.44,2.767,0.234,61,1
0,9,175,7,127.73,2.909,0.484,99,1
2,3,164,0,79.7,3.149,0.46,38,0
2,2,195,3,409.61,1.225,0.691,40,0
0,5,191,1,120.85,2.678,0.003,27,0
2,4,79,3,133.93,2.53,0.587,58,1
1,4,79,1,490.3,3.803,0.606,90,1
1,1,24,3,372.77,1.313,0.746,76,0
4,2,154,7,162.72,0.706,0.889,66,0
3,5,164,3,315.93,0.0,0.44,43,0
1,1,78,3,290.35,3.091,0.343,20,1
0,3,28,7,430.01,0.0,0.102,35,1
0,1,169,0,378.19,2.498,0.337,55,0
0,8,64,1,424.27,0.708,0.068,74,1
2,0,99,5,145.18,3.86,0.803,72,1
2,9,32,3,338.1,0.885,0.807,40,1
5,9,102,4,68.11,0.736,0.417,46,1
1,5,31,4,81.02,0.654,0.26,100,1
0,0,183,6,371.09,1.995,0.118,95,0
1,9,29,6,60.99,0.84,0.851,79,1
2,2,35,0,310.89,3.106,0.877,42,1
1,7,111,0,428.18,3.646,0.266,18,1
3,4,38,5,220.97,1.411,0.622,118,1
2,7,123,0,70.18,0.0,0.259,15,1
1,1,153,2,371.23,0.648,0.225,83,0
3,6,151,0,468.36,1.853,0.021,88,0
0,0,177,6,372.73,1.525,0.577,99,1
0,6,122,4,310.3,1.3,0.15,66,1
1,2,114,3,153.51,2.757,0.012,13,0
4,6,193,1,56.92,0.956,0.105,109,0
2,7,46,6,362.6,3.512,0.314,57,1
0,0,192,3,153.96,2.827,0.669,9,0
1,0,56,4,436.17,2.988,0.203,99,1
1,4,156,7,259.86,3.774,0.888,66,1
2,5,0,1,288.79,3.798,0.288,110,0
3,2,54,2,389.27,2.431,0.331,16,0
3,3,125,2,400.74,2.234,0.218,110,0
3,4,66,4,339.19,1.674,0.254,100,1
1,2,168,1,472.29,3.005,0.074,2,0
1,3,164,3,492.03,2.384,0.295,16,0
1,4,74,4,0.0,3.765,0.86,72,1
0,1,107,2,420.88,1.335,0.688,1,0
2,9,114,0,367.53,1.586,0.875,82,1
1,8,0,4,348.5,1.606,0.105,118,1
3,9,140,7,96.69,3.321,0.456,105,1
2,7,182,3,172.17,0.847,0.229,26,0
1,5,69,0,52.56,2.095,0.721,44,0
1,9,184,7,111.83,1.997,0.97,5,1
2,2,0,7,247.65,0.756,0.815,21,1
0,1,44,5,115.94,1.938,0.035,35,1
3,6,142,5,455.75,2.297,0.317,104,1
1,7,148,6,412.56,0.728,0.029,92,1
0,9,68,5,82.23,2.285,0.04,54,1
0,0,141,0,162.01,3.857,0.08,90,0
1,5,0,3,418.58,3.926,0.276,96,1
0,6,102,6,411.37,2.361,0.304,112,1
2,8,72,1,475.45,2.303,0.4,50,1
1,2,199,7,498.9,1.499,0.405,108,0
0,1,95,4,489.32,3.99,0.771,44,1
0,4,123,3,234.56,1.46,0.141,85,0
1,0,66,0,162.65,2.085,0.158,4,1
0,0,62,7,391.28,0.51,0.627,42,1
2,5,167,6,184.67,1.722,0.572,41,0
1,0,180,2,412.88,0.75,0.154,36,0
2,9,112,0,290.28,3.103,0.852,24,1
1,8,163,5,407.27,2.464,0.329,97,1
0,6,97,3,174.15,2.503,0.367,5,1
1,6,26,7,278.61,1.503,0.42,57,1
6,7,89,5,303.81,3.352,0.323,67,1
2,9,168,5,474.4,0.511,0.557,11,1
1,1,55,7,169.97,1.668,0.389,45,1
2,0,123,3,471.51,2.808,0.259,96,0
3,4,73,3,412.19,3.678,0.904,22,1
1,4,166,6,378.9,1.321,0.308,11,0
3,2,44,0,404.09,2.394,0.698,38,0
0,2,86,0,322.44,2.383,0.347,59,0
2,5,128,5,0.0,3.56,0.435,86,1
0,9,67,0,135.27,0.677,0.236,4,1
3,9,189,3,439.85,0.0,0.752,103,0
2,6,194,3,376.31,1.139,0.737,67,0
4,0,110,5,145.94,0.575,0.022,118,0
1,2,189,1,326.79,1.015,0.06,10,0
3,0,21,2,251.4,3.918,0.922,101,1
0,9,153,4,121.39,1.252,0.889,19,1
2,2,146,4,289.34,3.773,0.506,82,1
1,4,65,7,176.68,1.218,0.493,28,1
1,8,125,5,93.31,3.76,0.812,95,1
0,0,59,6,260.13,2.791,0.138,17,1
1,9,77,7,315.55,0.896,0.654,24,1
0,9,97,4,71.11,2.537,0.476,1,1
0,8,52,0,230.94,1.615,0.743,5,1
2,0,81,6,165.95,0.0,0.03,32,0
0,5,31,7,63.79,2.041,0.593,53,1
0,8,145,6,0.0,1.979,0.557,81,1
3,4,68,7,112.57,2.824,0.841,57,1
2,9,107,0,0.0,3.189,0.677,85,1
1,1,0,1,411.52,1.652,0.88,105,0
4,4,24,5,247.77,3.735,0.887,43,1
2,0,198,0,116.19,3.785,0.408,86,0
3,8,88,5,95.13,0.642,0.137,103,1
2,9,130,5,184.07,0.552,0.63,39,1
1,9,179,7,409.11,1.988,0.874,34,1
2,8,196,6,214.01,0.0,0.075,78,1
3,5,0,3,121.95,1.473,0.558,80,0
2,8,0,2,231.85,1.408,0.115,5,1
1,2,188,2,299.89,2.874,0.027,18,0
2,3,32,5,63.31,2.606,0.68,4,1
2,5,127,2,332.44,1.085,0.682,108,0
1,3,131,2,227.8,3.596,0.601,115,0
1,0,119,4,0.0,2.88,0.859,92,1
0,6,165,6,353.25,1.769,0.081,109,1
1,4,132,0,370.57,2.893,0.105,91,1
0,7,116,3,332.98,0.894,0.865,70,0
2,8,70,0,203.87,2.139,0.503,11,1
2,4,137,6,288.32,1.091,0.273,47,0
2,7,55,0,224.22,0.645,0.738,85,1
0,0,100,7,365.28,1.684,0.894,81,0
2,0,122,7,312.61,1.028,0.69,31,0
2,6,53,7,86.81,0.0,0.792,98,1
3,5,159,0,339.39,0.0,0.282,13,0
3,4,152,4,359.26,1.02,0.289,23,0
3,0,67,5,216.82,0.586,0.864,65,1
2,8,123,2,444.1,3.275,0.615,68,1
2,0,110,3,429.36,0.507,0.234,30,0
0,7,143,1,128.82,1.704,0.524,31,0
2,1,59,4,456.92,2.231,0.686,47,1
2,6,160,5,248.39,3.365,0.219,16,1
2,5,45,3,375.69,3.435,0.655,43,1
0,9,161,7,416.34,3.037,0.042,3,1
0,0,115,5,277.3,1.365,0.304,12,0
2,2,158,3,229.6,3.021,0.674,76,0
1,3,185,4,461.95,1.363,0.149,11,0
2,6,99,3,153.88,0.0,0.222,16,0
2,7,76,6,165.64,2.415,0.879,29,1
4,1,169,2,212.73,2.876,0.674,117,0
0,7,130,3,436.76,0.686,0.499,21,0
1,8,163,1,472.45,0.71,0.211,109,0
0,6,0,3,149.03,3.245,0.341,108,1
0,0,48,6,438.74,3.508,0.574,106,1
0,5,149,0,166.19,2.616,0.155,58,0
1,7,21,6,486.79,2.001,0.482,43,1
2,4,22,3,318.83,3.459,0.409,114,1
0,1,91,7,53.19,3.051,0.477,5,1
1,4,30,5,65.36,2.529,0.106,52,1
3,7,179,7,116.37,1.619,0.106,13,1
1,1,23,7,134.41,1.193,0.964,81,1
3,0,156,4,395.43,1.965,0.979,12,0
3,3,107,0,150.24,1.504,0.426,81,0
2,3,132,4,486.11,1.687,0.789,1,0
1,8,35,5,336.25,2.305,0.656,8,1
1,2,105,1,361.63,1.092,0.117,16,0
1,3,29,2,148.02,3.322,0.297,15,1
1,2,183,1,451.72,1.009,0.314,19,0
0,0,43,0,350.52,2.183,0.596,25,0
2,3,83,5,438.98,3.111,0.58,31,1
1,7,75,7,480.42,2.198,0.924,106,1
3,0,108,5,106.54,1.764,0.79,2,0
2,7,41,7,93.46,2.162,0.857,59,1
2,7,199,2,411.53,3.47,0.891,89,1
0,2,69,3,439.76,3.967,0.801,31,1
2,9,66,0,312.69,2.709,0.333,68,1
1,9,42,2,214.7,3.277,0.215,68,1
3,5,102,6,343.68,0.551,0.572,116,0
2,3,38,6,187.55,0.0,0.69,12,1
0,0,199,4,157.27,3.839,0.387,17,1
4,0,0,7,269.67,2.513,0.848,85,1
2,4,48,2,147.27,3.138,0.961,29,1
3,7,80,0,267.67,2.295,0.569,86,1
0,0,104,6,480.47,1.502,0.457,36,0
1,1,54,6,427.9,3.483,0.843,104,1
2,6,24,4,473.73,2.589,0.024,80,1
2,7,95,5,0.0,2.528,0.129,63,1
1,2,26,2,209.64,2.807,0.846,15,1
1,7,188,5,415.42,3.496,0.732,30,1
1,0,149,6,465.31,3.062,0.416,110,1
2,8,157,5,476.17,1.239,0.889,51,1
3,1,121,7,357.44,2.134,0.351,11,0
3,1,63,1,145.11,3.931,0.634,57,1
1,3,89,1,67.88,2.441,0.634,13,0
1,9,110,5,116.24,3.784,0.184,87,1
1,2,182,5,484.5,3.347,0.285,104,1
3,3,0,7,257.94,2.831,0.916,55,1
3,5,39,4,434.74,1.723,0.183,105,1
2,6,182,5,259.27,0.0,0.174,98,1
1,4,184,0,347.37,0.0,0.48,63,0
0,1,91,2,60.86,2.014,0.092,84,0
1,2,0,0,162.44,3.296,0.895,2,0
1,9,114,1,246.32,3.162,0.1,72,1
1,2,146,0,333.78,1.592,0.617,82,0
2,4,132,3,127.18,2.96,0.34,56,0
3,4,126,3,394.05,2.231,0.804,118,0
3,0,99,1,213.98,1.632,0.59,7,0
1,7,47,0,417.85,1.945,0.388,43,1
2,5,179,2,94.09,3.634,0.984,31,0
1,5,158,7,355.89,1.758,0.066,61,0
2,0,189,1,182.0,1.506,0.578,22,0
0,5,170,3,407.92,1.731,0.99,62,0
1,2,49,1,0.0,1.251,0.691,28,0
0,5,28,0,349.41,2.406,0.74,25,0
1,9,78,0,470.44,1.016,0.032,116,1
1,5,175,0,59.28,3.361,0.021,65,0
1,1,98,0,55.0,1.29,0.036,32,0
0,0,122,0,396.63,2.593,0.992,89,0
2,2,133,5,340.88,0.938,0.98,48,0
1,4,180,3,181.84,3.925,0.335,80,0
3,3,66,6,272.48,2.091,0.291,93,1
0,6,117,3,68.87,3.378,0.146,106,1
1,3,169,4,136.6,3.19,0.329,24,1
4,7,176,3,241.02,2.998,0.37,81,1
1,0,181,3,425.32,3.396,0.748,42,1
0,9,61,1,265.85,0.852,0.866,70,1
1,8,199,6,313.86,2.875,0.747,78,1
1,0,66,6,443.19,1.43,0.646,90,1
2,4,0,0,0.0,3.251,0.766,92,0
2,3,70,5,365.31,3.849,0.738,111,1
3,5,192,5,437.75,3.655,0.476,36,1
3,0,113,1,141.18,0.902,0.336,31,0
2,5,0,5,210.42,1.793,0.283,27,0
1,0,94,1,490.91,1.775,0.679,66,0
3,0,181,6,492.45,0.928,0.959,83,0
1,7,168,6,150.45,0.843,0.581,92,1
1,1,142,7,79.9,1.847,0.913,45,0
1,9,160,6,171.91,3.972,0.014,44,1
1,5,172,5,228.98,0.0,0.794,57,0
1,5,141,3,248.45,2.676,0.854,21,0
0,5,40,6,328.46,2.149,0.631,55,1
3,7,20,7,454.78,2.818,0.934,109,1
3,3,88,2,198.66,3.848,0.59,15,0
3,2,105,0,432.49,2.56,0.241,34,0
2,5,90,2,92.07,0.728,0.216,104,0
1,3,32,3,68.84,2.225,0.556,3,0
1,1,199,4,276.82,3.975,0.906,1,1
1,5,42,1,76.85,1.856,0.072,24,0
2,9,168,7,226.62,2.579,0.604,43,1
0,4,25,5,453.55,0.873,0.77,27,1
0,8,167,5,158.67,0.0,0.115,9,1
2,5,95,3,367.69,3.561,0.117,88,0
0,2,187,5,186.06,1.551,0.366,17,0
4,4,28,3,70.21,1.569,0.274,92,0
0,9,197,7,300.51,1.855,0.198,39,1
0,7,47,2,425.68,3.883,0.199,55,1
1,8,0,4,234.26,0.795,0.131,68,1
1,7,135,0,327.78,3.366,0.611,93,1
4,2,115,5,455.01,1.695,0.688,45,0
1,8,94,4,405.36,3.473,0.703,28,1
1,2,107,4,137.24,3.971,0.532,56,1
2,7,75,4,380.02,1.72,0.953,101,1
1,9,0,0,275.85,0.953,0.881,29,0
5,8,54,4,385.69,1.005,0.958,108,1
3,6,44,6,272.53,3.156,0.389,116,1
4,3,132,3,107.58,1.007,0.878,29,0
2,9,0,0,0.0,1.411,0.763,69,0
1,8,166,6,271.46,1.215,0.34,11,1
1,2,50,0,283.06,1.745,0.107,2,0
2,2,100,4,445.51,0.76,0.683,68,0
1,1,69,5,452.68,3.499,0.136,10,1
2,9,106,5,254.09,3.511,0.294,103,1
2,2,66,5,255.08,1.945,0.5,108,1
1,0,20,5,281.83,2.642,0.68,72,1
1,3,144,3,283.82,2.747,0.926,119,0
1,7,157,7,0.0,3.122,0.593,87,1
3,4,155,5,342.23,2.322,0.671,27,0
1,1,125,1,174.86,2.286,0.31,87,0
2,2,144,4,289.19,2.71,0.687,112,1
3,0,173,0,332.25,2.961,0.438,98,0
1,1,181,1,337.9,1.713,0.857,35,0
0,0,38,5,313.36,1.656,0.392,81,1
3,1,91,1,129.98,1.444,0.468,111,0
2,2,148,0,65.12,2.421,0.433,50,0
1,0,195,5,202.03,1.761,0.811,74,0
2,8,172,1,242.38,2.391,0.954,118,0
0,9,43,3,77.81,1.921,0.327,2,1
0,4,194,3,416.74,3.429,0.475,17,0
0,7,103,4,204.83,0.756,0.706,95,1
2,4,0,7,461.13,2.503,0.895,80,1
0,7,0,4,119.48,2.515,0.494,24,1
2,6,179,6,75.62,1.843,0.109,57,1
1,3,164,1,267.04,1.974,0.369,71,0
1,6,125,0,135.11,3.3,0.55,83,1
3,5,88,3,471.83,1.482,0.418,16,0
1,2,30,2,54.64,3.55,0.187,97,1
1,0,185,7,235.68,0.0,0.037,36,1
0,9,166,4,467.04,2.777,0.687,45,1
4,8,122,6,222.99,3.205,0.993,10,1
0,4,0,0,91.9,2.645,0.919,63,0
4,7,32,6,186.3,2.338,0.683,43,1
1,6,20,5,274.1,3.883,0.842,51,1
2,8,21,1,133.32,1.489,0.256,79,1
1,6,128,6,259.95,1.04,0.622,107,1
1,3,163,7,426.35,1.506,0.061,3,0
1,3,23,3,442.68,2.651,0.707,66,1
1,7,76,3,72.17,1.148,0.97,107,1
1,5,132,1,122.41,3.681,0.861,106,0
1,8,42,4,173.88,1.939,0.534,35,1
0,0,0,4,317.69,0.0,0.789,91,1
3,6,136,0,212.45,1.372,0.944,69,0
1,6,149,7,429.82,1.596,0.216,79,1
0,3,106,2,372.5,0.707,0.793,36,0
3,2,173,4,95.21,1.402,0.27,49,0
1,7,144,4,331.05,2.216,0.877,97,1
2,6,130,7,100.86,3.811,0.098,1,1
1,3,26,6,164.77,1.861,0.178,76,1
2,3,63,7,130.04,2.739,0.721,42,1
1,0,180,4,127.88,1.997,0.175,41,0
2,6,132,4,327.38,0.664,0.158,73,1
4,0,183,3,303.62,2.262,0.555,57,0
0,9,23,2,129.21,0.731,0.835,116,1
1,9,137,1,495.58,3.593,0.268,20,1
0,3,42,7,239.83,3.136,0.841,94,1
0,2,172,0,93.68,1.825,0.808,14,0
2,2,109,1,104.26,2.741,0.579,87,0
0,0,111,7,312.75,0.892,0.647,93,0
1,3,174,5,490.58,2.959,0.04,115,1
0,0,70,7,307.38,3.38,0.367,106,1
0,7,134,0,477.07,3.376,0.263,99,1
3,0,100,3,249.86,1.495,0.15,52,0
3,5,122,5,246.13,1.423,0.39,91,0
1,6,99,2,275.0,0.0,0.355,54,0
3,9,170,0,363.84,3.887,0.729,49,1
1,1,122,4,215.43,3.722,0.598,91,1
5,3,28,5,438.75,1.759,0.913,30,1
1,2,52,3,63.18,3.229,0.145,3,1
3,8,54,7,247.89,3.725,0.06,12,1
1,6,69,7,279.95,1.413,0.535,111,1
2,1,43,0,323.16,3.406,0.001,31,1
1,5,171,4,174.23,1.438,0.788,37,0
2,8,166,5,242.37,1.701,0.506,27,1
0,2,58,3,268.04,1.196,0.488,111,0
2,5,44,7,359.11,2.275,0.362,116,1
1,2,172,5,398.09,3.452,0.375,24,1
1,2,174,0,382.02,2.348,0.431,112,0
2,3,51,4,203.71,0.932,0.016,41,1
1,8,158,2,499.75,1.381,0.084,104,0
